,order_id,postal_code,cost_price,quantity,order_date,ship_mode,segment,country,city,state,region,category,sub_category,product_id,discount,sale_price,profit
1428,1429,93905,30,5,2022-10-01,Second Class,Corporate,United States,Salinas,California,West,Office Supplies,Binders,OFF-BI-10003708,0.9,29.1,-0.8999999999999986
1429,1430,93905,370,14,2023-02-10,Second Class,Corporate,United States,Salinas,California,West,Office Supplies,Labels,OFF-LA-10003510,8.6,421.4,51.39999999999998
1430,1431,43229,190,8,2022-05-09,Standard Class,Consumer,United States,Columbus,Ohio,East,Technology,Phones,TEC-PH-10003092,11.0,209.0,19.0
1431,1432,35630,140,6,2022-08-13,Second Class,Consumer,United States,Florence,Alabama,South,Office Supplies,Binders,OFF-BI-10001191,4.5,145.5,5.5
1432,1433,35630,10,1,2022-06-16,Second Class,Consumer,United States,Florence,Alabama,South,Office Supplies,Supplies,OFF-SU-10004115,0.2,9.8,-0.1999999999999993
1433,1434,35630,1550,14,2022-01-15,Second Class,Consumer,United States,Florence,Alabama,South,Furniture,Chairs,FUR-CH-10000513,54.6,1765.4,215.4000000000001
1434,1435,98105,20,5,2022-12-13,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,OFF-PA-10003673,0.9,29.1,9.100000000000001
1435,1436,44134,30,6,2023-11-25,Standard Class,Consumer,United States,Parma,Ohio,East,Office Supplies,Paper,OFF-PA-10001639,1.5,28.5,-1.5
1436,1437,44134,10,2,2022-05-16,Standard Class,Consumer,United States,Parma,Ohio,East,Office Supplies,Art,OFF-AR-10003829,0.3,9.7,-0.3000000000000007
1437,1438,79109,230,3,2022-03-08,Same Day,Consumer,United States,Amarillo,Texas,Central,Technology,Accessories,TEC-AC-10004975,13.0,247.0,17.0
1438,1439,79109,2330,5,2022-10-25,Same Day,Consumer,United States,Amarillo,Texas,Central,Furniture,Chairs,FUR-CH-10002024,122.5,2327.5,-2.5
1439,1440,2908,30,5,2023-08-17,Second Class,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Binders,OFF-BI-10004364,0.9,29.1,-0.8999999999999986
1440,1441,2908,40,4,2022-02-04,Second Class,Consumer,United States,Providence,Rhode Island,East,Office Supplies,Paper,OFF-PA-10001712,1.6,38.4,-1.6000000000000014
1441,1442,94110,30,2,2023-01-14,Second Class,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,OFF-BI-10001510,2.0,38.0,8.0
1442,1443,40475,10,2,2022-06-10,First Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,OFF-PA-10002713,0.5,9.5,-0.5
1443,1444,80013,130,4,2023-09-10,Standard Class,Corporate,United States,Aurora,Colorado,West,Office Supplies,Storage,OFF-ST-10002974,5.6000000000000005,134.4,4.400000000000006
1444,1445,60623,1580,9,2023-10-19,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,TEC-PH-10004165,39.6,1940.4,360.4000000000001
1445,1446,60653,150,4,2023-11-09,First Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,OFF-ST-10004804,3.2,156.8,6.800000000000011
1446,1447,60653,410,7,2022-08-22,First Class,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,FUR-CH-10004289,9.4,460.6,50.60000000000002
1447,1448,60653,50,2,2023-04-05,First Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,TEC-PH-10002564,1.0,49.0,-1.0
1448,1449,19134,0,3,2022-12-28,First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,OFF-BI-10004876,0.0,0.0,0.0
1449,1450,90008,80,3,2022-05-23,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,TEC-PH-10004348,3.6,86.4,6.400000000000006
1450,1451,85023,0,1,2023-06-28,First Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,OFF-BI-10004352,0.0,0.0,0.0
1451,1452,36608,60,7,2022-01-16,First Class,Corporate,United States,Mobile,Alabama,South,Office Supplies,Paper,OFF-PA-10001685,3.5,66.5,6.5
1452,1453,36608,80,3,2023-12-23,First Class,Corporate,United States,Mobile,Alabama,South,Office Supplies,Binders,OFF-BI-10000666,2.7,87.3,7.299999999999997
1453,1454,36608,30,5,2022-08-31,First Class,Corporate,United States,Mobile,Alabama,South,Office Supplies,Binders,OFF-BI-10004352,1.5,28.5,-1.5
1454,1455,36608,2460,8,2022-11-11,First Class,Corporate,United States,Mobile,Alabama,South,Technology,Machines,TEC-MA-10000010,91.2,2948.8,488.8000000000002
1455,1456,31907,80,3,2023-02-09,Standard Class,Home Office,United States,Columbus,Georgia,South,Office Supplies,Binders,OFF-BI-10000977,3.6,86.4,6.400000000000006
1456,1457,31907,370,3,2022-05-23,Standard Class,Home Office,United States,Columbus,Georgia,South,Furniture,Tables,FUR-TA-10002530,9.0,441.0,71.0
1457,1458,2740,40,9,2022-03-14,Standard Class,Corporate,United States,New Bedford,Massachusetts,East,Office Supplies,Binders,OFF-BI-10002412,2.5,47.5,7.5
1458,1459,75061,20,4,2022-01-16,Standard Class,Corporate,United States,Irving,Texas,Central,Office Supplies,Labels,OFF-LA-10001569,0.4,19.6,-0.3999999999999986
1459,1460,6457,30,2,2023-06-19,Same Day,Consumer,United States,Middletown,Connecticut,East,Furniture,Furnishings,FUR-FU-10001473,0.6,29.4,-0.6000000000000014
1460,1461,98103,50,2,2023-08-13,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10001765,1.2,58.8,8.799999999999997
1461,1462,8360,220,2,2023-12-01,Standard Class,Consumer,United States,Vineland,New Jersey,East,Furniture,Tables,FUR-TA-10001095,4.8,235.2,15.199999999999989
1462,1463,77506,150,2,2023-04-19,First Class,Corporate,United States,Pasadena,Texas,Central,Technology,Accessories,TEC-AC-10004571,6.4,153.6,3.5999999999999943
1463,1464,77506,950,6,2022-01-07,First Class,Corporate,United States,Pasadena,Texas,Central,Furniture,Chairs,FUR-CH-10002126,30.6,989.4,39.39999999999998
1464,1465,10009,0,2,2022-01-30,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,OFF-FA-10001754,0.0,0.0,0.0
1465,1466,85301,110,4,2023-05-30,Standard Class,Consumer,United States,Glendale,Arizona,West,Furniture,Furnishings,FUR-FU-10001602,3.6,116.4,6.400000000000006
1466,1467,85301,80,3,2023-03-06,Standard Class,Consumer,United States,Glendale,Arizona,West,Technology,Accessories,TEC-AC-10001767,5.0,95.0,15.0
1467,1468,32216,230,4,2022-09-15,Same Day,Home Office,United States,Jacksonville,Florida,South,Technology,Accessories,TEC-AC-10002402,10.4,249.6,19.599999999999994
1468,1469,48234,730,3,2023-04-05,Standard Class,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,FUR-CH-10000847,34.800000000000004,835.2,105.20000000000005
1469,1470,48234,30,2,2022-08-02,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Binders,OFF-BI-10003982,0.8,39.2,9.200000000000003
1470,1471,48234,10,2,2023-03-15,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Paper,OFF-PA-10001293,0.3,9.7,-0.3000000000000007
1471,1472,19120,10,2,2022-08-27,Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,OFF-AR-10000634,0.5,9.5,-0.5
1472,1473,90004,10,3,2022-03-23,Standard Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Labels,OFF-LA-10004272,0.2,9.8,-0.1999999999999993
1473,1474,77036,10,4,2023-10-25,Same Day,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,FUR-FU-10004270,0.5,9.5,-0.5
1474,1475,14304,20,6,2022-03-25,Standard Class,Home Office,United States,Niagara Falls,New York,East,Office Supplies,Art,OFF-AR-10003770,0.4,19.6,-0.3999999999999986
1475,1476,14304,20,3,2022-09-30,Standard Class,Home Office,United States,Niagara Falls,New York,East,Office Supplies,Binders,OFF-BI-10000320,0.8,19.2,-0.8000000000000007
1476,1477,10024,20,7,2023-07-08,Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Labels,OFF-LA-10003121,0.6,29.4,9.399999999999999
1477,1478,27360,50,7,2022-06-03,Standard Class,Consumer,United States,Thomasville,North Carolina,South,Office Supplies,Supplies,OFF-SU-10000381,2.5,47.5,-2.5
1478,1479,92683,30,4,2022-02-05,First Class,Consumer,United States,Westminster,California,West,Technology,Phones,TEC-PH-10000376,1.2,28.8,-1.1999999999999993
1479,1480,94122,30,4,2022-03-23,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,OFF-PA-10002262,0.6,29.4,-0.6000000000000014
1480,1481,94122,30,7,2022-01-12,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,OFF-PA-10002464,2.0,38.0,8.0
1481,1482,94122,20,3,2023-08-13,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,OFF-ST-10002214,1.5,28.5,8.5
1482,1483,38301,10,2,2023-04-25,Second Class,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Art,OFF-AR-10003560,0.2,9.8,-0.1999999999999993
1483,1484,38301,0,1,2023-08-19,Second Class,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Paper,OFF-PA-10000130,0.0,0.0,0.0
1484,1485,98115,160,3,2023-02-27,Standard Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,TEC-AC-10000865,9.0,171.0,11.0
1485,1486,10035,0,2,2023-07-22,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,OFF-FA-10003021,0.0,0.0,0.0
1486,1487,90008,1150,7,2023-12-03,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,TEC-PH-10003580,36.300000000000004,1173.7,23.700000000000045
1487,1488,90008,80,3,2022-11-13,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,TEC-AC-10001109,4.5,85.5,5.5
1488,1489,90008,40,3,2023-06-26,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10003347,2.0,38.0,-2.0
1489,1490,19143,10,2,2023-07-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,OFF-LA-10000452,0.5,9.5,-0.5
1490,1491,10024,50,4,2023-07-01,Second Class,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,OFF-EN-10002986,1.8,58.2,8.200000000000003
1491,1492,10035,10,1,2023-05-12,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,OFF-PA-10001838,0.2,9.8,-0.1999999999999993
1492,1493,10035,870,6,2022-12-11,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Chairs,FUR-CH-10000785,19.6,960.4,90.39999999999998
1493,1494,98661,10,2,2022-07-17,Standard Class,Corporate,United States,Vancouver,Washington,West,Furniture,Furnishings,FUR-FU-10002885,0.3,9.7,-0.3000000000000007
1494,1495,31907,30,3,2022-08-20,Second Class,Consumer,United States,Columbus,Georgia,South,Office Supplies,Art,OFF-AR-10002952,0.8,39.2,9.200000000000003
1495,1496,75019,10,7,2022-10-07,Standard Class,Consumer,United States,Coppell,Texas,Central,Office Supplies,Art,OFF-AR-10003759,0.3,9.7,-0.3000000000000007
1496,1497,75019,20,1,2022-04-08,Standard Class,Consumer,United States,Coppell,Texas,Central,Office Supplies,Storage,OFF-ST-10004950,1.0,19.0,-1.0
1497,1498,75019,10,5,2023-06-13,Standard Class,Consumer,United States,Coppell,Texas,Central,Office Supplies,Art,OFF-AR-10001940,0.4,9.6,-0.40000000000000036
1498,1499,94122,20,5,2022-06-28,First Class,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,OFF-BI-10003981,1.0,19.0,-1.0
1499,1500,78745,20,3,2023-10-29,Standard Class,Consumer,United States,Austin,Texas,Central,Office Supplies,Paper,OFF-PA-10002749,0.4,19.6,-0.3999999999999986
1500,1501,78745,200,9,2022-06-24,Standard Class,Consumer,United States,Austin,Texas,Central,Office Supplies,Paper,OFF-PA-10003823,4.4,215.6,15.599999999999994
1501,1502,78745,500,3,2023-04-07,Standard Class,Consumer,United States,Austin,Texas,Central,Office Supplies,Storage,OFF-ST-10003716,27.0,513.0,13.0
1502,1503,90045,30,2,2022-05-28,Standard Class,Home Office,United States,Los Angeles,California,West,Technology,Phones,TEC-PH-10001300,0.9,29.1,-0.8999999999999986
1503,1504,90045,10,2,2023-11-03,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10000010,0.5,9.5,-0.5
1504,1505,90004,10,4,2023-03-10,Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,OFF-AR-10001868,0.4,9.6,-0.40000000000000036
1505,1506,90004,920,6,2022-10-02,Standard Class,Home Office,United States,Los Angeles,California,West,Furniture,Tables,FUR-TA-10003715,30.0,970.0,50.0
1506,1507,10024,20,3,2023-06-09,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10003708,0.4,19.6,-0.3999999999999986
1507,1508,31907,380,4,2022-12-14,Standard Class,Consumer,United States,Columbus,Georgia,South,Technology,Machines,TEC-MA-10004458,16.0,384.0,4.0
1508,1509,68104,30,3,2023-03-18,Same Day,Home Office,United States,Omaha,Nebraska,Central,Office Supplies,Binders,OFF-BI-10004965,0.9,29.1,-0.8999999999999986
1509,1510,90036,10,2,2023-10-17,First Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10004270,0.2,9.8,-0.1999999999999993
1510,1511,91767,310,8,2023-02-16,Standard Class,Corporate,United States,Pomona,California,West,Office Supplies,Art,OFF-AR-10002135,15.6,374.4,64.39999999999998
1511,1512,91767,30,9,2023-11-05,Standard Class,Corporate,United States,Pomona,California,West,Office Supplies,Art,OFF-AR-10003514,0.8,39.2,9.200000000000003
1512,1513,75220,190,3,2022-01-30,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Storage,OFF-ST-10002276,4.0,196.0,6.0
1513,1514,75220,20,5,2022-07-25,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,OFF-BI-10001098,0.4,19.6,-0.3999999999999986
1514,1515,75220,10,4,2022-03-11,Standard Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,OFF-BI-10001636,0.4,9.6,-0.40000000000000036
1515,1516,19120,50,1,2022-04-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,FUR-CH-10002961,1.8,58.2,8.200000000000003
1516,1517,89031,1470,4,2022-10-16,Second Class,Consumer,United States,North Las Vegas,Nevada,West,Furniture,Tables,FUR-TA-10004256,83.5,1586.5,116.5
1517,1518,98105,70,2,2022-04-25,Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10004593,3.2,76.8,6.799999999999997
1518,1519,98105,10,3,2023-05-30,Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10002827,0.2,9.8,-0.1999999999999993
1519,1520,94110,20,7,2022-07-14,Second Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,OFF-BI-10001759,1.0,19.0,-1.0
1520,1521,60610,20,5,2022-01-29,Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,OFF-AR-10001419,0.4,19.6,-0.3999999999999986
1521,1522,85705,170,6,2023-08-23,Standard Class,Consumer,United States,Tucson,Arizona,West,Furniture,Furnishings,FUR-FU-10002253,4.2,205.8,35.80000000000001
1522,1523,85705,20,5,2023-09-28,Standard Class,Consumer,United States,Tucson,Arizona,West,Office Supplies,Paper,OFF-PA-10002586,1.0,19.0,-1.0
1523,1524,85705,180,8,2022-04-08,Standard Class,Consumer,United States,Tucson,Arizona,West,Office Supplies,Paper,OFF-PA-10003039,6.0,194.0,14.0
1524,1525,85705,210,6,2022-10-17,Standard Class,Consumer,United States,Tucson,Arizona,West,Office Supplies,Storage,OFF-ST-10004804,5.0,245.0,35.0
1525,1526,85705,80,6,2023-04-05,Standard Class,Consumer,United States,Tucson,Arizona,West,Office Supplies,Art,OFF-AR-10004042,1.8,88.2,8.200000000000003
1526,1527,18103,0,2,2022-06-02,Standard Class,Consumer,United States,Allentown,Pennsylvania,East,Office Supplies,Art,OFF-AR-10002221,0.0,0.0,0.0
1527,1528,18103,10,2,2022-07-13,Standard Class,Consumer,United States,Allentown,Pennsylvania,East,Furniture,Furnishings,FUR-FU-10002456,0.3,9.7,-0.3000000000000007
1528,1529,19711,30,7,2022-06-02,Second Class,Corporate,United States,Newark,Delaware,East,Office Supplies,Fasteners,OFF-FA-10004968,1.2,28.8,-1.1999999999999993
1529,1530,19711,10,2,2022-03-20,Second Class,Corporate,United States,Newark,Delaware,East,Office Supplies,Paper,OFF-PA-10001274,0.2,9.8,-0.1999999999999993
1530,1531,33142,60,3,2023-04-19,Standard Class,Corporate,United States,Miami,Florida,South,Office Supplies,Paper,OFF-PA-10001125,2.1,67.9,7.900000000000006
1531,1532,85281,10,1,2022-11-25,Standard Class,Consumer,United States,Tempe,Arizona,West,Office Supplies,Storage,OFF-ST-10000344,0.4,9.6,-0.40000000000000036
1532,1533,85281,10,3,2023-06-01,Standard Class,Consumer,United States,Tempe,Arizona,West,Office Supplies,Fasteners,OFF-FA-10000585,0.2,9.8,-0.1999999999999993
1533,1534,10035,170,6,2023-11-12,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Storage,OFF-ST-10003324,8.4,201.6,31.599999999999994
1534,1535,92677,170,2,2022-06-24,Standard Class,Home Office,United States,Laguna Niguel,California,West,Furniture,Bookcases,FUR-BO-10004015,4.0,196.0,26.0
1535,1536,8302,40,3,2023-06-21,Standard Class,Corporate,United States,Bridgeton,New Jersey,East,Office Supplies,Storage,OFF-ST-10000419,1.2,38.8,-1.2000000000000028
1536,1537,8302,10,3,2023-04-26,Standard Class,Corporate,United States,Bridgeton,New Jersey,East,Office Supplies,Appliances,OFF-AP-10001626,0.5,9.5,-0.5
1537,1538,2149,30,1,2022-05-05,Second Class,Consumer,United States,Everett,Massachusetts,East,Technology,Phones,TEC-PH-10000439,1.2,38.8,8.799999999999997
1538,1539,2149,20,2,2023-12-03,Second Class,Consumer,United States,Everett,Massachusetts,East,Office Supplies,Art,OFF-AR-10003478,0.6,19.4,-0.6000000000000014
1539,1540,2149,690,3,2022-06-24,Second Class,Consumer,United States,Everett,Massachusetts,East,Furniture,Bookcases,FUR-BO-10002545,31.2,748.8,58.799999999999955
1540,1541,2149,200,7,2023-01-13,Second Class,Consumer,United States,Everett,Massachusetts,East,Office Supplies,Binders,OFF-BI-10001765,4.8,235.2,35.19999999999999
1541,1542,43229,10,5,2022-11-16,Second Class,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,FUR-FU-10003981,0.4,9.6,-0.40000000000000036
1542,1543,43229,10,6,2022-04-06,Second Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Fasteners,OFF-FA-10001561,0.5,9.5,-0.5
1543,1544,92024,70,3,2023-10-07,Standard Class,Home Office,United States,San Diego,California,West,Office Supplies,Binders,OFF-BI-10004230,4.0,76.0,6.0
1544,1545,92024,30,4,2022-07-13,Standard Class,Home Office,United States,San Diego,California,West,Office Supplies,Paper,OFF-PA-10000350,0.9,29.1,-0.8999999999999986
1545,1546,13601,1350,7,2022-04-29,Second Class,Corporate,United States,Watertown,New York,East,Furniture,Bookcases,FUR-BO-10002613,31.400000000000002,1538.6,188.5999999999999
1546,1547,78207,310,4,2022-09-08,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Paper,OFF-PA-10000994,6.8,333.2,23.19999999999999
1547,1548,78207,20,2,2023-05-14,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Binders,OFF-BI-10002867,0.8,19.2,-0.8000000000000007
1548,1549,78207,20,2,2022-06-05,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Storage,OFF-ST-10001291,0.9,29.1,9.100000000000001
1549,1550,10011,470,1,2023-01-24,First Class,Consumer,United States,New York City,New York,East,Technology,Copiers,TEC-CO-10001046,11.200000000000001,548.8,78.79999999999995
1550,1551,77095,10,6,2023-07-07,Second Class,Home Office,United States,Houston,Texas,Central,Office Supplies,Appliances,OFF-AP-10004868,0.4,9.6,-0.40000000000000036
1551,1552,92024,90,2,2022-08-26,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,OFF-PA-10000806,4.4,105.6,15.599999999999994
1552,1553,54915,20,7,2022-01-23,First Class,Home Office,United States,Appleton,Wisconsin,Central,Office Supplies,Labels,OFF-LA-10002195,0.6,19.4,-0.6000000000000014
1553,1554,40475,110,5,2022-03-12,Standard Class,Consumer,United States,Richmond,Kentucky,South,Office Supplies,Binders,OFF-BI-10003719,4.8,115.2,5.200000000000003
1554,1555,98006,10,3,2022-05-26,Standard Class,Corporate,United States,Bellevue,Washington,West,Office Supplies,Art,OFF-AR-10001315,0.3,9.7,-0.3000000000000007
1555,1556,11561,80,4,2022-02-27,Standard Class,Consumer,United States,Long Beach,New York,East,Technology,Accessories,TEC-AC-10000171,3.6,86.4,6.400000000000006
1556,1557,19140,10,1,2022-02-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,OFF-EN-10003134,0.5,9.5,-0.5
1557,1558,19140,70,5,2022-06-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,OFF-AR-10001955,1.6,78.4,8.400000000000006
1558,1559,98103,140,2,2023-04-24,Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Tables,FUR-TA-10001039,3.4,166.6,26.599999999999994
1559,1560,98103,40,9,2022-06-02,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10003712,2.0,38.0,-2.0
1560,1561,94109,20,6,2022-11-15,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Labels,OFF-LA-10001641,0.6,19.4,-0.6000000000000014
1561,1562,98115,0,1,2023-02-26,First Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Art,OFF-AR-10003732,0.0,0.0,0.0
1562,1563,10011,860,5,2023-02-01,Same Day,Consumer,United States,New York City,New York,East,Furniture,Tables,FUR-TA-10000577,20.8,1019.2,159.20000000000005
1563,1564,19134,10,3,2022-10-19,Same Day,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,OFF-PA-10004000,0.5,9.5,-0.5
1564,1565,29203,290,5,2023-05-08,Same Day,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Storage,OFF-ST-10001370,17.5,332.5,42.5
1565,1566,98105,400,3,2023-07-20,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,TEC-PH-10004539,9.0,441.0,41.0
1566,1567,75002,20,3,2022-07-27,First Class,Consumer,United States,Allen,Texas,Central,Technology,Accessories,TEC-AC-10003038,0.6,19.4,-0.6000000000000014
1567,1568,75002,10,4,2023-08-05,First Class,Consumer,United States,Allen,Texas,Central,Office Supplies,Binders,OFF-BI-10000088,0.5,9.5,-0.5
1568,1569,90004,110,3,2023-11-10,Same Day,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10000357,3.6,116.4,6.400000000000006
1569,1570,30318,10,3,2022-12-06,Standard Class,Corporate,United States,Atlanta,Georgia,South,Office Supplies,Art,OFF-AR-10003504,0.3,9.7,-0.3000000000000007
1570,1571,90004,490,5,2022-10-19,First Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10000863,12.0,588.0,98.0
1571,1572,90004,20,3,2022-01-23,First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Envelopes,OFF-EN-10003160,0.4,19.6,-0.3999999999999986
1572,1573,90004,30,1,2023-07-24,First Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,TEC-AC-10003280,0.6,29.4,-0.6000000000000014
1573,1574,90004,320,2,2023-08-02,First Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10000595,11.4,368.6,48.60000000000002
1574,1575,79907,30,3,2022-11-01,First Class,Consumer,United States,El Paso,Texas,Central,Technology,Phones,TEC-PH-10000169,1.2,38.8,8.799999999999997
1575,1576,79907,650,5,2023-05-30,First Class,Consumer,United States,El Paso,Texas,Central,Furniture,Chairs,FUR-CH-10004675,30.400000000000002,729.6,79.60000000000002
1576,1577,60505,20,2,2023-04-29,Standard Class,Home Office,United States,Aurora,Illinois,Central,Office Supplies,Storage,OFF-ST-10002406,0.4,19.6,-0.3999999999999986
1577,1578,35630,0,1,2022-06-16,Standard Class,Home Office,United States,Florence,Alabama,South,Office Supplies,Paper,OFF-PA-10001526,0.0,0.0,0.0
1578,1579,10011,140,3,2023-06-20,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,OFF-AP-10004336,5.1000000000000005,164.9,24.900000000000006
1579,1580,10024,260,2,2023-09-13,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,TEC-PH-10003012,6.2,303.8,43.80000000000001
1580,1581,10024,340,9,2022-01-12,First Class,Consumer,United States,New York City,New York,East,Furniture,Tables,FUR-TA-10002607,15.200000000000001,364.8,24.80000000000001
1581,1582,10024,40,2,2023-04-30,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,OFF-ST-10000642,0.8,39.2,-0.7999999999999972
1582,1583,10024,1100,2,2023-11-28,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10000545,48.800000000000004,1171.2,71.20000000000005
1583,1584,10024,50,3,2022-03-26,First Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10002157,1.5,48.5,-1.5
1584,1585,10024,10,2,2022-10-02,First Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10001706,0.3,9.7,-0.3000000000000007
1585,1586,10024,850,5,2022-03-08,First Class,Consumer,United States,New York City,New York,East,Technology,Phones,TEC-PH-10000984,29.400000000000002,950.6,100.60000000000002
1586,1587,10024,130,3,2022-03-26,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,OFF-PA-10001357,7.0,133.0,3.0
1587,1588,10024,10,3,2022-10-30,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Fasteners,OFF-FA-10000992,0.2,9.8,-0.1999999999999993
1588,1589,10024,230,4,2023-08-27,First Class,Consumer,United States,New York City,New York,East,Technology,Accessories,TEC-AC-10002600,7.5,242.5,12.5
1589,1590,23464,10,4,2022-11-13,Standard Class,Corporate,United States,Virginia Beach,Virginia,South,Office Supplies,Art,OFF-AR-10001662,0.4,9.6,-0.40000000000000036
1590,1591,76051,30,7,2022-05-20,Standard Class,Corporate,United States,Grapevine,Texas,Central,Office Supplies,Art,OFF-AR-10001221,0.9,29.1,-0.8999999999999986
1591,1592,76051,10,5,2023-04-04,Standard Class,Corporate,United States,Grapevine,Texas,Central,Office Supplies,Fasteners,OFF-FA-10002988,0.3,9.7,-0.3000000000000007
1592,1593,98502,180,4,2023-09-05,Second Class,Consumer,United States,Olympia,Washington,West,Technology,Phones,TEC-PH-10004830,6.0,194.0,14.0
1593,1594,90032,10,3,2023-07-09,Same Day,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10004519,0.3,9.7,-0.3000000000000007
1594,1595,61604,300,3,2022-01-17,First Class,Home Office,United States,Peoria,Illinois,Central,Furniture,Bookcases,FUR-BO-10000362,10.8,349.2,49.19999999999999
1595,1596,43229,40,2,2023-10-17,Standard Class,Consumer,United States,Columbus,Ohio,East,Furniture,Chairs,FUR-CH-10004540,2.5,47.5,7.5
1596,1597,10011,460,13,2023-08-20,First Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10001290,27.5,522.5,62.5
